northing,easting,scr_no,ohl_length_meter,ohl_progress,engg_kpi_after_rig-off_days,access_road_5,earth_work_60,cellar_20,beam_pump_base_esp_pcp_foundation_5,earthing_1,water_2,hdpe_liner_instalat_4,sleeper_pre_cast_ins_15,cs_pipe_welding_ndt_10_rt_for_op_100_for_60,pe_fussion_pull_20,final_hydro_t_3,mechani_60,days_since_start,start_month,start_quarter,rig_duration_days,days_to_rig_off_exp,week_index,dist_from_centroid,geo_quadrant,geo_angle,loc_prep_composite,progress_lag1,progress_lag2,progress_lag4,progress_velocity_1w,progress_velocity_2w,progress_accel,progress_rolling3w,remaining_to_complete,momentum_score,rig_no_te,rig_no_cnt,project_id_te,project_id_cnt,project_code_te,project_code_cnt,well_type_te,well_type_cnt,completion_type_rig_fbu_or_rsr_hoist_te,completion_type_rig_fbu_or_rsr_hoist_cnt,week_hist_mean,week_hist_std,rig_no_enc,well_type_enc,project_code_enc,project_name_enc,fl_dia_enc,completion_type_rig_fbu_or_rsr_hoist_enc,flow_line_const._status_in_progress_completed_enc,physical_tie_in_port_available_when_flaf_issued_enc,location_preparation_status_in_progress_completed_enc,pred
0.0,0.0,0.0,0.0,0.0,0.0,0.012578976695386435,0.0,0.0,0.0,0.006631481962629193,0.018491057989687906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009832359808689755,0.0,0.0,0.06916098869959926,0.0,0.0,0.0,0.0,0.0679014301627269,0.10248186618441779,0.01110396894173651,0.0,0.0,0.0,0.0,0.043994066419120965,0.08836444364353897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84707004
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005550080673603547,0.0,-0.00661071295147211,0.025532805796772723,0.0,0.0,0.0,0.0,0.0,0.0,0.04468473183591927,0.0,0.0,0.0,0.0,0.025442577667129124,0.09358606124372652,0.0,0.0,0.0,0.0,0.0,0.037808487961041234,0.05905772543916532,0.0,0.0,0.0,-0.018521903133576687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013616789150651653,0.0,0.0,0.0,0.0,0.0,0.0,0.6583423
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006367714570948444,0.0,-0.007888008960821244,0.0,-0.005148539021308768,0.0,0.0,0.0,0.0,-0.0333769554471808,0.0,0.0,0.0,0.0,-0.06033372581278935,-0.06652723183222649,0.0,0.0,0.0,0.0,0.0,-0.027562975085165028,-0.04363848580006849,0.0,0.036494823278513076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006640439519546425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19554015
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012936256718046919,0.0,0.018930890044261826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01209470201018559,0.0,0.028294897767910075,0.0,0.0,0.0,0.0,0.07731511308080126,0.11062084107824131,0.011346050516461537,0.0,0.0,0.0,0.0,0.048644372131882434,0.09594409489128922,0.0,0.0,0.0,0.012329703491750601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8449863
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008928853020109343,0.0,0.0,0.030158943970262822,0.0,0.0,0.0,0.0,0.053873496668807634,0.0,0.0,0.0,0.0,0.07078091308833925,0.1083197547665384,0.01037097801431442,0.0,0.0,0.0,0.0,0.043759121295019535,0.097043354348308,0.0,0.0,0.0,0.008030889847003874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008118889913116267,0.0,0.0,0.0,0.0,0.0,0.0,0.8559146
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016076620640835662,0.0,0.019007118878975375,0.0123193899019709,0.0,0.0,0.0,0.0,0.0,0.01465058874552189,0.0,0.0,0.0,0.022366053212325328,0.0,0.0,0.0,0.0,0.07141641999617099,0.11161210350398348,0.0,0.0,0.0,0.0,0.0,0.046261492798403865,0.10172841932799113,0.0,0.0,0.0,0.012359546958081091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84432715
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012560956953780388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06850404199921095,0.0,0.0,0.0,0.0,0.035802275823200315,0.1256876113626156,0.011146785594400714,0.0,0.0,0.0,0.0,0.04103015312613815,0.0954738368974201,0.011988749691334096,0.0,0.0,0.010429821675125406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016770150460632367,0.0,0.0,0.0,0.0,0.0,0.0,0.8459238
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01994022740740534,0.0,0.0,0.0,0.0,0.0,0.010108538823083739,0.061467225622771036,0.0,0.0,0.0,0.0,0.0778453973922598,0.1487598781956534,0.014560756668687292,0.009837531174425318,0.0,0.0,0.0,0.07302027601138261,0.1416327845633397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02415567618737425,0.0,0.0,0.9978577
0.0,0.0,0.0,0.0,-0.017525997513759703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008311075335813656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06043468226110422,-0.0934831711203358,-0.009808869421178113,0.0,0.0,0.0,0.0,-0.03661861076972046,-0.05937403838430226,0.0,0.0,0.0,-0.013999798380249959,0.0,0.0,0.0,0.0,0.0,0.0,-0.012581138479505836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009662384005924524,0.0,0.0,0.09472964
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007729891450106774,0.0,0.0,0.027544633465872145,0.0,0.0,0.0,0.0,0.07725842943116154,0.0,0.0,0.0,0.0,0.07753798777817882,0.11036663790208753,0.008485154606032014,0.0,0.0,0.0,0.0,0.046216180937806633,0.09437799957392727,0.0,0.00856309094214975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013967818925673826,0.0,0.0,0.0,0.0,0.0,0.0,0.8885772
